Label,Tweet
0,White people re-writing history. So what’s new? No mention of the racial abuse directed at Winmar by the Collingwood supporters. #BlackLivesMatter https://t.co/rYVJ33rOik
0,"🧵(6/26/20) #pdxprotest #pdxprotests #blacklivesmatter #portlandprotest 

Protesters cast Wall of Fire."
0,This is we need #BlackLivesMatter this jerk ridiculing black deaths #covidiots https://t.co/LOJ01tzyOq
0,"Even when they came to spread the 'gospel', we were enslaved 😢🙏
#BlackLivesMatter https://t.co/ZoXF21ptss"
0,"@RealChalamet how you gonna protest for #BlackLivesMatter when you’re out here fucking a girl who not only did blackface &amp; yellowface, but also said the n word?? #TimotheeChalametleaked #TimotheeChalamet #timothéechalamet https://t.co/xsLtNgAgtP"
0,"I'm fucking sick bro.... please share this. Boost the hell out of it since #anitwitter all attack mode right now.
#BlackLivesMatter #bayarea #oakland #NoJusticeNoPeace
#fuck12 #acab #allcopsarescum 

https://t.co/KVK0rJMAt3 https://t.co/FEs0VvmStX"
0,"🧵(6/26/20) #pdxprotest #pdxprotests #blacklivesmatter #portlandprotest 

UPDATE: (via @TeebsGaming on Twitch) https://t.co/wJ5fQToL2g"
0,Wayne Douglas - 5 December 1995 - UK. His legacy is our fight! #FacesoftheUK #blacklivesmatter #remembertheirnames #UKisnotinnocent https://t.co/ZuNhU82I1x
0,"@PadmaLakshmi @AuroraGov @jaredpolis @AuroraMayorMike @da17colorado This is ridiculous!!!  Elijah was obviously in respiratory distress and was ignored.  #JusticeForElijah THIS is one of hundreds, thousands of reasons why #BLACKLIVESMATTER!!!"
0,"@FoSdenied @Selful @PrisonPlanet If your response to people asking for equality for black people is to be 'outraged' that they aren't acknowledging something completely unconnected, you're missing the point

A lot of white people feel uncomfortable hearing about #BlackLivesMatter

Newsflash: IT'S NOT ABOUT YOU!"
0,"@GabbieHanna comments filled w/ white women cheering ""yes, you're *so* right!"" is ironic at the very least. you call them ""mistakes,"" but are they so if it involves racial insensitivity, tone deafness? yes, we all make ""mistakes,"" but can we call a racist spade a spade? #BLM #BlackLivesMatter"
1,"Henrietta Lacks has been crucial to medical advancements and she deserves the full recognition that she had been denied in her lifetime and in the decades after her death.
Click here to read: https://t.co/qUypI89hC6
#BlackLivesMatter"
0,"""All animals are equal but some animals are more equal than others""

#blacklivesmatter but no more than any other. If we want to protest, we will. See you soon. https://t.co/MTOMgbwk7E https://t.co/iY1calMY4b"
0,A barricade has been reestablished by protesters on the intersection of Killingsworth &amp; MLK #PortlandProtests #pdxprotest #BlackLivesMatter https://t.co/W11912JzcR
1,"It's been a month since George Floyd died. Protestors have been in the streets every day since. Reminder that you can and should be supporting the movement, too. #BlackLivesMatter https://t.co/j4UKz4vol1"
1,"@JohnOSullivan36 @HillaryClinton Probably not but I’m staying on Twitter to support 
#BlackLivesMatter 
#BetterWorld
#ClimateAction"
1,"Angela Davis in the latest Radio New Frame interview on #BlackLivesMatter: “The participation of masses of people in protests all over the world is what’s going to change the world.”

https://t.co/uX43PD6t7t"
1,Tackling racial disparities in the workplace has a potential annual boost to the UK economy of £24bn. Download our guide today and engage BAME colleagues to help you identify and tackle and disparities. #RaceAtWork #BlackLivesMatter #BlackLivelihoodsMatter https://t.co/H8vcsVJqQu https://t.co/hXtOBMWMCz
1,Tackling racial disparities in the workplace has a potential annual boost to the UK economy of £24bn. Download our guide today and engage BAME colleagues to help you identify and tackle and disparities. #RaceAtWork #BlackLivesMatter #BlackLivelihoodsMatter https://t.co/TluairKB4P https://t.co/qmPAvRkivi
1,Tackling racial disparities in the workplace has a potential annual boost to the UK economy of £24bn. Download our guide today and engage BAME colleagues to help you identify and tackle and disparities. #RaceAtWork #BlackLivesMatter #BlackLivelihoodsMatter https://t.co/cevKquJG3H https://t.co/DY4G26lnwY
1,"As big brands worldwide show their support for #BlackLivesMatter, can any of their claims to be anti-racist hold true?

Join us live and in conversation with @asadd, Becks Collins and @BJStech today at 1pm to discuss for this week’s Sensemaker Live: https://t.co/5k7g10NA7u https://t.co/Y6NpqBL9Zr"
1,canadadaycancelled. #BlackLivesMatter #JusticeForElijahMcClain #JusticeForBreonnaTaylor
1,DING &amp; Ding! Ding &amp; DING... ding #PennState #BlackLivesMatter #JusticeForAll
0,"""Midland police sergeant arrested on family violence charge."" https://t.co/s8Wa96ryOj #policeviolence #policemisconduct #domesticviolence #policebrutality #officerinvolveddomesticviolence #oidv #georgefloyd #blacklivesmatter"
0,Viajeros: Road Tripping While Black: Readers Respond https://t.co/3Wl7ccD6GU #BlackLivesMatter #Travel https://t.co/vtAvpl0kUs
0,"🧵(6/26/20) #pdxprotest #pdxprotests #blacklivesmatter #portlandprotest 

Protesters being told to leave.
Instead, they're forming a phalanx.
(via @TeebsGaming on Twitch) https://t.co/abDTJnFttd"
0,"Police once again telling everyone to leave and threatening them with the rest, use the force, and riot control/impact munitions. #Portlandprotest #blacklivesmatter   #PDXprotests #pdx  #oregon #blm #acab #northprecinct #portland https://t.co/604TaA7wkH"
0,The U.K. is guilty. The families of these women deserved better. This is the systemic racism we’re talking about #BlackLivesMatter https://t.co/cLfAsqIJah
0,"Why didn’t this blow up last year? This is heartbreaking to read about. His death was at the hand of bullies, plain and simple. For walking home. #ElijahMcClainWasMurdered #ElijahMcClain #BlackLivesMatter 

https://t.co/DJ0xPh9KgF"
1,"Whatever your opinion on mass gatherings is, there is a stark difference on how they are being policed leading to a stark difference in outcomes. #blacklivesmatter"
1,"At some point I want to a thread about the #blacklivesmatter protest records coming out - so much music of great social importance. Have a listen to this one by the wonderful @KianaLede 💚 #truth

""what kind of father takes his own daughters rights away?""
https://t.co/6fMOX2SXP9"
0,"@QuinnMcCann7 @CTVNews Blacks are 4x more likely to be killed by police, 3x more likely to be wrongfully convicted, 2.5x more likely to have a longer sentence and 3.5x more likely to be arrested. They account for 13% of the population but 33% of prison population. So say #BlackLivesMatter"
1,"For #FlashbackFriday this week we are taking some time to sit and listen to the beautiful words of @SophiaThakur who joined us at #TUWRes2 

#TechUP #TechUpWomen #BLM #BlackLivesMatter #WomenInTech #WomenInSTEM https://t.co/64Y1ewGNfO"
1,@ValodiaTropical @smanderson7284 @xjazzymarie @peter_donnelly @TMZ All I heard was #BlackLivesMatter https://t.co/koEeQIt7Lg
1,"after people
with links to slavery are changed to reflect Black history which is vibrant, diverse and about
so much more than slavery. We demand that statues of slavers are removed and replaced
with monuments to the people whose stories and lives were stolen #BlackLivesMatter"
1,@motel6 I once left home without my hair extensions and rocked  my natural black hair at the Motel 6 where I checked in. #blacklivesmatter
1,"Here's the link to Deadly Connections: https://t.co/y6ad1H4dfF and seen on @theprojecttv tonight.
All those people want TO DO something - make a donation. 

Support an organisation Creating Stronger, Safer Communities and Positive Pathways
#BlackLivesMatter #AboriginalLivesMatter"
0,For Elijah McClain – This should never had happened. But it did. And it will again. Do not let the dust settle and allow our comfortable blindness to return! #blacklivesmatter #elijahmclain #allblacklivesmatter  https://t.co/PMkfUrC6Jb
0,Literally didnt see or hear about this on the news at all. May their souls rest in peace. #blacklivesmatter https://t.co/xJ78Rmnhzs
0,"@KafuiDzirasa This is utterly devastating. But: 80k views and so few RTs? Would people care more if you made this statement wearing a 3-piece suit, in your office,  surrounded by diplomas? 😡 #BlackLivesMatter"
1,In response to #BlackLivesMatter St Bart's Academy Trust promises to strive to do more and to say more. We are against racism and racial injustice in all forms.
1,@JadeAnouka I just got very excited that my 10 year old son was learning about Olive Morris as part of his school work 🤞🏻.. turns out it was via google.. anyway he then took the time to read about her life. What an amazing woman. #blacklivesmatter #olivemorris
0,"Worth doing just to see how extremist #blacklivesmatter really is.
My only common ground with them is on capital punishment.

My agreement with Black Lives Matter is very low (10%). https://t.co/GY8nurRgI3 via @idr_labs"
1,"I felt like tagging George Floyd coz
Someone is here busy tweeting #blacklivesmatter with a bleached skin..😞😞 https://t.co/amiuKoA3F9"
0,#blacklivesmatter BLACK LIKES MURDER the real meaning behind blm
0,Why did Boris Johnson appoint Living Marxism contributor Munira Mirza in charge of a racial inequalities commission as a response to #BlackLivesMatter protests? She claims there is no such thing as institutional racism 3/3
0,"Well, it looks like another brand is at the centre of racial controversy.

#blacklivesmatter #FMCG #newsupdate 
https://t.co/qYUxyqjmcs https://t.co/3W3n05sGNf"
1,Don’t tell us how “woke” you are. SHOW us. #blacklivesmatter #BlackLivesMattters
1,"Throughout the lockdown period Seaford has held assemblies as part of our Connected Learning programme.  This week Headmaster, John Green, spoke about Black Lives Matter.

Further links to suggested reading can be found on our blog:

https://t.co/iFGIZ1Fimp

#blacklivesmatter https://t.co/ywE8DiJAKw"
0,"2 Met Police officers arrested for taking selfies with the stabbed &amp; mutilated bodies of 2 black women murdered in Wembley,&amp; sharing the pics via Whatsapp.  #fridaythoughts
 #BlackLivesMatter #blackwomen
#racism
#ukisnotinnocent
@SadiqKhan https://t.co/DtLLt3crBQ"
0,💔 Imagine minding your business walking home from the bodega and being murdered by the police because someone called the cops on you for wearing a mask which is NOT illegal and also now a national requirement... He was only 23. #ElijahMcClain 😢 #BlackLivesMatter
0,https://t.co/yMKnhBWynC Cops caught calling for civil war with blacks #BlackLivesMatter
0,"@AaronBastani @paulmasonnews Fuck Labour. They’re happy to screw BAME ppl over, awful representation. We’ve got 4yrs to form a proper organisation including LabLeft #BlackLivesMatter plus SNP + Plaid. I say this as a BAME Labour member. Feeling really let down by Labour YET AGAIN."
0,"@EduColorMVMT Yes. Refusal of @NYCSchools @DOEChancellor @NYCMayor to recommend #BlackLivesMatter be taught vs whitewashed history. They're aware teachers post ""If all lives dont matter to u, unfriend me"" but do NOTHING to address how anti-Black that sentiment is. V frustrating &amp; offensive."
0,Wize Lee - No Justice (RIP George Floyd) #BlackLivesMatter https://t.co/H9SnHnKWSL via @YouTube
1,"Sign the #petition against #Pornhub here: https://t.co/RKFpCJGo1q
#humantrafficking #humanrights #BLM #BlackLivesMatter #pornography #exploitation #HumanRightsViolations #worldnews #racism #abuse #crime #USnews #TraffickingInPersons #protests #GeorgeFloydprotest #USpolitics #USA"
1,"https://t.co/53Icj61aWj
A message...from @loaa_365 

#blm #BlackLivesMatter 
#actor #chrisgreene #loaa #YouTube"
0,"@WomensSport @_JessCarter @Rinsolab11_ @ebony_salmon Tell Karren we are coming
#NoJusticeNoPeace 
#BlackLivesMatter https://t.co/64OL0pFX2v"
0,"@FoSdenied @Selful @PrisonPlanet Whoooooa, David.
Slow your horses, son.
We really are going round in circles. 
The #BlackLivesMatter movement has no connection to the attack in Reading.
Only a racist would connect the two. 
The perpetrator wasn't black.
Is there evidence he targeted them because they were gay?"
1,"The Chicks - March March https://t.co/rVTCaRz0LK via @YouTube 
The gals are back!! BOOM!!
#BlackLivesMatter #BLM #ERA #ACLU #LGBTQ"
1,"#Katyayan #Tanzania #TanzaniaUnforgettable #Tanzanite #tanzaniaisready #BlackLivesMatter #ICantBreath #blacklifematters #luckyman #luck 
@MSpadine #Africa 
Tanzanite: Tanzanian miner becomes overnight millionaire https://t.co/hC5k9w1rQW"
1,"Across the US, artists have responded to the death of George Floyd and the ensuing protests. Many artworks have appeared supporting the #BlackLivesMatter movement and remembering the deaths of, among others, Breonna Taylor, Elijah McClain and Eric Garner

https://t.co/yYQ9ScBsvn"
1,"k, imma end racism rn

...

no lives matter
#BlackLivesMatter"
1,"FILMMAKERS
#blacklivesmatter 
#blacklivesflourish🌺
#indigenouslivesmatter
#indigenousgotnext✊🏽 https://t.co/8ZEl7L00VB"
1,"#Katyayan #Tanzania #TanzaniaUnforgettable #Tanzanite #tanzaniaisready #BlackLivesMatter #ICantBreath #blacklifematters #luckyman #luck 
@MSpadine #Africa 
RTL Today: Lucky find: Miner becomes millionaire after finding biggest tanzanite stones.
https://t.co/Bpd6lkmWZw"
0,"#BlackLivesMatter #BernieEcclestone @LewisHamilton Bernie Ecclestone showing his true colours this morning on #CNN telling us ""...In lots of cases Black people are more racist than what white people are..."" 
Go back to school Ecclestone as your the problem. A #racist https://t.co/CV6gQDSSBS"
0,"🧵(6/26/20) #pdxprotest #pdxprotests #blacklivesmatter #portlandprotest 

@TeebsGaming is live via the Twitch stream below.
Looks like gas again? Or smoke grenades?
https://t.co/jaJfEgdHNA https://t.co/a1hdAQnGj0"
0,#GeorgeFloyd has become a Swiss Army knife for far-left nutters now. There’s no issue to which his death cannot now be applied. #RebeccaLongBailey #Corbyn #BlackLivesMatter https://t.co/9PlUfXRaYs
1,"Yes, Lesotho got clean lightskin mixed breeds too😌(coloureds).. and we Hella proud of our culture and heritage 💯💯💯... 

#tsamoshoeshoe #lesotho #proud #pride #blacklivesmatter #pridemonth2020 #mosotho… https://t.co/99X14b9pGo"
0,"They didn’t deny it &amp; they made up excuses for why they “vented.” That’s how deep seated racism is in positions of power &amp; this country. This &amp; many other reasons are why black people have trust issues with law enforcement. #BlackLivesMatter 

https://t.co/A2lbdXhXhF"
1,"We kneel so people see us, to stop treating us as second class chi citizens in our own a coutry a nation we helped build from the ground up, a nation our people have fought and died for. If you can’t see that then your not a real American.#BlackLivesMatter"
1,"While #BlackLivesMatter  was taken so seriously by all these biggies 
Wat happened to them now? Are they blind ?
This shameless act by the police had to be published....we as a citizenes ...fight for justice #JusticeForJeyarajAndFenix
#JusticeForJeyarajAndFenix https://t.co/4sFGoqDVul"
1,#BlackLivesMatter we can’t change the past but we can ensure that future generations understand the truth of history and the enslavement of people. We need to eradicate prejudice of mind and deed through education tell the truth of history
0,"@UlfrinnGaming @peaceandtruth88 @amazon It’s really easy to do this stuff when you have no collective conscience, and Amazon using #slavery to make their products shows they don’t care about any human life or suffering, even when they are directly demanding it. #amazon #equality #BlackLivesMatter #Hypocrisy"
1,"We DEMAND an immediate repeal of this decision! Please sign the petition below and stand with us ✊🏼✊🏽✊🏾✊🏿

https://t.co/rXsQO4prWS

#blacklivesmatter #blackvoicesheard #pocunity #blmbako #theenextsteps #defundthepolice #investincommunities #blm #activism https://t.co/lFOLH0aU5O"
1,"#Katyayan #Tanzania #TanzaniaUnforgettable #Tanzanite #tanzaniaisready #BlackLivesMatter #ICantBreath #blacklifematters #luckyman #luck 
@MSpadine #Africa 
Subsistence miner hits R57m jackpot — largest tanzanite gemstones ever found https://t.co/vK3E0wxuL5"
0,@EukayBrie Nothing. The same as Asian white or whatever. Absolutely nothing. The #BlackLivesMatter movement is nothing to do with black lives. They are all liberals with a political agenda that wealthy people use to send a message. 🇬🇧 Government were heard saying they're useful idiots &amp;..
0,Note to self don’t get into a convo about #BlackLivesMatter with the fam
1,"my #BlackLivesMatter 's theme song😢😢
🏅Here Without You: 3 Door Down 
🏅I'll Never Love Again: @ladygaga
by ""A Star Is Born""
 🥇Stand By Me: Ben E. King
🥈Born This Way: @ladygaga
🥉You Need To Calm Down By: @taylorswift13 https://t.co/IumWxxTlwo"
1,"#Katyayan #Tanzania #TanzaniaUnforgettable #Tanzanite #tanzaniaisready #BlackLivesMatter #ICantBreath #blacklifematters #luckyman #luck 
@MSpadine #Africa 
Miner becomes billionaire after finding biggest tanzanite stones - Daily Monitor https://t.co/MkBuE0BaCG"
1,"Incredibly proud of our graduate Racheal. Check out her newest piece ""It's Everywhere"" below. #BlackLivesMatter #ItaliaContinued https://t.co/kPLw0ZeqVz"
1,"#BlackLivesMatterUK
#blacklivesmatter
#institutionalracism
ANSWERING A LOADED QUESTION WITH TRUTH AND FACTS!
https://t.co/UTtruNC3HY"
0,"He was killed st 12 years old by the police... and to this day, no charges made! #stopkillingblackpeople #blacklivesmatter https://t.co/SVwKwwGF8Q"
0,I can’t be silence about this anymore! This is the reality #supremacists #dearwhitepeople #racisminfinland #blm #blacklivesmatter https://t.co/c3oqvUSQ2W
1,"The #BlackLivesMatter website asks that you register to vote for Biden, or give them money to give to Biden. 
You know, for #GeorgeFloyd or whatever. https://t.co/bWSHIz9ll7"
1,"#Katyayan #Tanzania #TanzaniaUnforgettable #Tanzanite #tanzaniaisready #BlackLivesMatter #ICantBreath #blacklifematters #luckyman #luck 
@MSpadine #Africa 
SowetanLIVE: Subsistence miner hits R57m jackpot — largest tanzanite gemstones ever found.
https://t.co/vK3E0wxuL5"
0,"If you use #AllLivesMattter as an argument against #BlackLivesMatter, then you don't really believe that #AllLivesMattter"
1,We marching again? #BlackLivesMatter https://t.co/x5QTvDv3Fu
1,"#Katyayan #Tanzania #TanzaniaUnforgettable #Tanzanite #tanzaniaisready #BlackLivesMatter #ICantBreath #blacklifematters #luckyman #luck 
@MSpadine #Africa 
https://t.co/Pp1LTSU0dG: Tanzanian miner becomes overnight millionaire.
https://t.co/o9hqyKu2fu

via @GoogleNews"
1,Challenging stuff here #BlackLivesMatter https://t.co/RltL07MTQS
0,"If #WhitePeople were under the SAME scrutiny as #BlackAussies;

we'd be in #Jail more TOO

#BlackLivesMatter, &amp; we MUST restructure 'law enforcement', &amp; give a LOT of their job to #SocialWorkers! #TheProjectTV"
1,"#Katyayan #Tanzania #TanzaniaUnforgettable #Tanzanite #tanzaniaisready #BlackLivesMatter #ICantBreath #blacklifematters #luckyman #luck 
@MSpadine #Africa 
CTV News: Miner becomes millionaire after digging up huge tanzanite stones.
https://t.co/gNCWxHmlP3

via @GoogleNews"
0,"@NewYorkPost has called #Pornhub out on its hypocrisy. Anti-#porn campaigner Laila Mickelwait highlighted recent Pornhub content like a video entitled “I Can’t Breathe” that made use of search tags such as “#GeorgeFloyd” &amp; “choke-out”.'
https://t.co/RpbgcKarXe
#BlackLivesMatter"
0,"...I charge the white man with being the greatest murderer on earth, the greatest kidnapper, robber and enslaver on this earth....Everywhere he has gone he has created havoc and destruction... #MalcolmX #BlackLivesMatter https://t.co/JEHx6qMH5W"
0,"#Algeria #الجزائر #Algérie #فلسطين #غزة #فلسطين_قضيتي #Palestine #USA #France #CrimesAgainstHumanity #BlackLivesMatter #PalestinianLivesMatter 

RACISM IN AMERICA

The Battle of Algiers in America: How French colonial warfare influenced US police practices
https://t.co/PBlrQJKKd9"
1,"#Katyayan #Tanzania #TanzaniaUnforgettable #Tanzanite #tanzaniaisready #BlackLivesMatter #ICantBreath #blacklifematters #luckyman #luck 
@MSpadine #Africa 
New Straits Times: Miner becomes instant millionaire after finding 2 tanzanite stones.
https://t.co/LoyEZWULnj"
1,"All #Democrats
#BlackLivesMatter
#Farleft #blacks #Liberals
I dare y'all to watch this...

https://t.co/ysGAUT5npS"
0,"200.000 people in Norway demand justice for #GeorgeFloyd. Stop allowing police violence! @NobelPeaceOslo 

#blacklivesmatter https://t.co/gqiH6PPGBO"
1,Blackpass feat Ace Bonziller_2019 (official video). #blacklivesmatter https://t.co/UGgIOzpCzJ via @YouTube JEMMI-YO
0,"#CoronaVirus #CoVid19 
Is surging, but not because of #BlackLivesMatter 
protests

https://t.co/8tYuhVhVrY"
1,"Just incase you have ""liked by"" turned off and haven't seen my history over the past few weeks, #BlackLivesMatter"
1,"#Katyayan #Tanzania #TanzaniaUnforgettable #Tanzanite #tanzaniaisready #BlackLivesMatter #ICantBreath #blacklifematters #luckyman #luck 
@MSpadine #Africa 
USA TODAY:Small-scale miner finds largest tanzanite gems in Tanzania's history, becomes millionaire.
https://t.co/qYYWB3PnxE"
0,The police have started to fall back. Some protesters think the police are trying to bait the group into advancing so that the police can kettle the group. #Portlandprotest #blacklivesmatter   #PDXprotests #pdx  #oregon #blm #acab #northprecinct #portland https://t.co/26kQEmo6tM
1,Imagine my shock 🙄 #Antifa #BlackLivesMatter #BLM #Leftists #LeftyTossers #GeorgeSoros https://t.co/IZWJZDhWA6
0,"This is why you should know who you put in the White House...BEFORE you put them there.
#BlackTwitter #VoteBlueToSaveAmerica #VoteOutTheGOP
#BlackLivesMatter #VotetrumpOut https://t.co/zSQarYMWNW"
1,"#blm #blacklivesmatter #BreonnaTaylor #BLM #BLMprotest i tried my best to draw this innocent beautiful women, but i’m not the best so please no hate :) https://t.co/TQSHaXd4gn"
1,Federal Bureau of Investigation: Justice for Christopher - Sign the Petition! https://t.co/AsZwccOfj5 via @Change #BlackLivesMatter #BLM
0,I’m at the point where I have so many screenshots with racist comments I’m seriously raging. WHAT DOES #BlackLivesMatter AFFECT YOU!?
0,"@NBCNews 2/ Unadulterated hate&amp;contempt directed @ Black ppl began w/slavery&amp;continues until today. The murders of Black ppl essentially continue unabated. For a time, ppl protest, talk about how terrible it is, ""things must change,"" blah, blah..EXCEPT NOTHING CHANGES. #BlackLivesMatter"
1,"WOW powerful, she brought me to tears. Keep on the fight and no surrender  #kimberlyjones #BlackLivesMatter 

https://t.co/ktwzhhjBTW"
1,We need justice for Nicole Smallman and Bibaa Henry. @metpoliceuk you are NOT doing enough and nothing makes sense. #blacklivesmatter https://t.co/ve7UHv6C0D
1,"#Katyayan #Tanzania #TanzaniaUnforgettable #Tanzanite #tanzaniaisready #BlackLivesMatter #ICantBreath #blacklifematters #luckyman #luck 
@MSpadine #Africa 
The Daily Caller: Miner Becomes Millionaire Overnight After Finding Record-Breaking Stones.
https://t.co/Tdeo73JLvF"
1,"Mayor Jacob Frey: Justice for George Floyd -
Sign the #Petition 
#JusticeForGeorgeFloyd #BlackLivesMatter #PoliceNationalDatabaseNow #Brutality #PoliceState #equity #equality 
https://t.co/xlxSWElkl4 via @Change"
0,#BlackLivesMatter FUCK YOU!!! Racist Anti-White Flagburning Vandalizing Looting Murdering Thugs!!! Boy LBJ Did A Big Mistake In 1964 😡 Get Your Shekels From (((Soros))) And We'll Push You Out We'll Take Over You Ain't Shit #BlackSupremacy = Racism!!! #Trump2020 USA 🇺🇸👊
1,Fully agreed. @BorisJohnson is a globalist. Hence why he's done nothing to stop and bring down the Soros sponsored #BlackLivesMatter terrorist group. Soros funds many organisations which undertake activities to undermine our nation state. And yet Boris does nothing. Do the maths. https://t.co/oSygqkq6qg
1,The #blacklivesMatter website says BLM is about the black vote for Biden. https://t.co/Ka7Jr8Jnh2
1,@BubbaWallace You Better!!! Hold your Head!! We are with you! #BlackLivesMatter
0,FRAUD LIKE @LindseyGrahamSC IS PISSED ABOUT A MOVE BY @realDonaldTrump U KNOW ITS BOUND TO BE GOOD FOR THE COUNTRY IF GRAHAM OPPOSES IT... FOREIGN AGENT OF INDIA @LindseyGrahamSC #Americans #USA #BlackLivesMatter #RacismInAmerica #racism #racist #amplifyblackstem https://t.co/rze8VA2H6G
1,"I was trying to explain to some young people how excited we were as young activists to hear .@AngelaDavis_ speak and in struggling to convey our sense of excitement I ended up saying she was sort of our .@Beyonce 😄#BlackLivesMatter #intersectionality
https://t.co/v9CCMBFrwu"
1,"@MrRealism Don't let them!
If you can see it, you can prevent it.🤡
#RemoveTrumpNow
#RemoveBarrNow
#COVID19
#TrumpKillsUS
#TrumpIsKillingUs
#TrumpIsALaughingStock
#CorruptAndComplicitGOP
#CorruptTrump
#DonaldTrumpIsRuiningOurCountry
#DonaldTrumpKillsUSAll
#DumpTrump2020
#BlackLivesMatter https://t.co/6a0nr2TK7J"
1,"@NBCNews 1/ This isn't enough. We need a full curriculum on race &amp; racism in American schools from as early as Kindergarten. Of course children also need role models in their parents &amp; teachers; hence, serious &amp; frequent forums on the said topic are just as crucial. #BlackLivesMatter"
1,"9.7k views 🙏🏿 @YungBizzle704 #BlackLivesMatter #StopKillingUs

https://t.co/UvkItHoxUi

https://t.co/1a6g80y7BP https://t.co/PwqLaZbHRx"
0,"@ProfTimNoakes yes, but thats all conspiracy and #BlackLivesMatter, they have more covid bc of the white man, but looting is not violence, LIVERPOOL, lets go to british beaches, germany is now facing the covid-butchers-zombiecalypse..."
1,"#BlackLivesMatter today, tomorrow, forever always."
1,Protest in germany tomorrow #BlackLivesMatter  you can't stop us!
0,"Nearly 6 million people wants justice for #JuliusJones . 
Julius Jones is innocent. Don't let him be executed by the state of Oklahoma. #BlackLivesMatter  
#JusticeForJulius 
https://t.co/fyzWMsxPNn via @Change"
0,"The incompetent fool. November cannot come fast enough. He's intent on killing us, one way or another.
#BlackTwitter #VoteBlueToSaveAmerica #VoteOutTheGOP
#BlackLivesMatter #VotetrumpOut #VoteBlue #VoteBlueToEndThisNightmare https://t.co/6vg9Fg3i2h"
1,Why aren't there voter registration tables at every #BlackLivesMatter and #gunsense rally? https://t.co/4oLYmoRe2H
1,"Welcoming and inclusive 

Women's football
@BarclaysFAWSL @FAWC_ 

Mabey the hate for @barmyarmyMUWFC is to do with a lil black girl not knowing her place 

#BlackLivesMatter https://t.co/BjTOe8nRpF"
1,"Interestingly true.

#JohnMcWhorter #BlackLivesMatter #SayNoToRacism 
https://t.co/6um1LaqGPs"
0,@kwilliam111 I watch this and seriously wonder why white people are taking this shit from scum. #BlackLivesMatter is a despicable forum that promotes hatred.....It will back fire and the police in all countries need to up their game and put an end to it before it gets even worse.
0,@QuinnMcCann7 @CTVNews I'm against dumbasses like you SUPPRESSING blacks because you think you matter more. Yes saying all lives matter diminishes their stance because you could easily stand beside them and say YES #BlackLivesMatter but instead you stand against them and say NO all lives matter
0,"These men are MONSTERS!! Say her name, Althea Bernstein. #BlackLivesMatter always. https://t.co/yMDkWw8wO7"
0,@AuroraMayorMike Justice for Elijah McClain. No Justice No Peace! #ElijahMcClain #BlackLivesMatter https://t.co/LobdOqo7Yj
1,"Blessed cool breeze after yesterday's sautéing in London. No work, but spirits rising slowly. 
#BlackLivesMatter #BlackTransLivesMatter https://t.co/BjhROo6LaY"
0,"@vickipolin @BetteMidler Rule #1. Don't carry a gun.
Rule #2. Play the guitar.

If only Mayberry really existed.

#BlackLivesMatter https://t.co/qvSMHxeGbq"
1,Black History Month: The power of Olive Morris https://t.co/JvAB2LwRJS So insired to be finding out about Olive ✊🏾 SO sad that  it’s only now that I’m finding out #BlackCurriculum #BlackLivesMatter
0,⁦@realDonaldTrump⁩ #BlackLivesMatter we won’t rest until this is attained! We’ll continue to peacefully protest until this happens! https://t.co/OkLAELVmDB
1,Rewatching Atlanta. Is @donaldglover a prophet?! #BlackLivesMatter https://t.co/a5snI7eion
1,"THIS IS MOVEMENT NOT A MOMENT✊🏾
#blackeducation 
#blacklivesmatter https://t.co/KbtAsCg8WV"
0,"NC Police Officers’ Racist Rant Caught On Tape: ‘I Can’t Wait’ For Race War.

#BlackLivesMatter 
#NorthCarolina 
#Wilmingtonpolice 
#RaceWar 
#ChrisHayes 

https://t.co/2TMbAPmt6V via @YouTube"
1,"#JusticeforJayarajAndFenix 
We all shouted our hearts out and posted #blacklivesmatter everywhere. This is happening in India. We need to share this story so it reaches everyone and strictest action is taken against such inhuman hooligans. Suspension and transfer are not enough. https://t.co/yGa9VPP5mn"
0,"Made my way to group on the north side, here’s the fire they somehow found the time to start. #Portlandprotest #blacklivesmatter   #PDXprotests #pdx  #oregon #blm #acab #northprecinct #portland https://t.co/iBbAsH39ob"
0,"Trump Goes Full Racist And Accuses Black Lives Matter Of Treason https://t.co/GnqnUhgr8A via @politicususa  trump is both evil &amp; desperate; His political record now sucks, so he needs an enemy! LET'S NOT GIVE HIM ONE! #VoteOutTrump #VoteOutHate #BlackLivesMatter  #TheResistance"
0,Great to see Vanessa Feltz enforcing systemic and historical Racism with out knowing it . #protests2020 #ukprotests #BlackLivesMatter @IainDale @LBC @talkRADIO @BBCNews @itvnews #lbc @MatthewStadlen#GeorgeFloyd https://t.co/dtPDyLymd6
1,This being said we still strongly stand with our brothers and sisters around the world! #BlackLivesMatter support people being heroic enough to join the #speakingout movement and please wear your masks and wash your hands. All our support we can muster are going out to you 💙 3/3
0,Where is the Justice for David?  Completely ignored by the #blacklivesmatter fraud foundation... little support from the 'movement'... fucking sad.  R.I.P Mr. Dorn and thank you for protecting your community and fellow Americans from Domestic Terrorists. #DavidDorn https://t.co/FerCLYvcjm
0,"I guess if you want to protest that #BlackLivesMatter , go to the #Beach or go to Anfield to celebrate #Liverpool winning the league then Social Distancing measures don't apply to you?

🙄"
